classesCount,invariantCount,testsCount,description,generatedAtTime,identifier,invalidatedAtTime,title,likelyInvariants_identifier,producedBy_identifier,supportFiles_identifier,testDriver_identifier,verifies_identifier,definedIn_identifier,dataInsertedBy_identifier,wasAttributedTo_identifier,wasDerivedFrom_identifier,wasGeneratedBy_identifier,wasImpactedBy_identifier,wasRevisionOf_identifier
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_46,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_47,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_48,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_49,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_50,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_51,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_52,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_53,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_54,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_55,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_56,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_57,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_58,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_59,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_60,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_61,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_62,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_63,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_64,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_65,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_66,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_67,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_68,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_69,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_70,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_71,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_72,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_73,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_74,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_75,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_76,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_77,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_78,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_79,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_80,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_81,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_82,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_83,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_84,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_85,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_86,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_87,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_88,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_89,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_90,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_91,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_92,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_93,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_94,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_95,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_96,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_97,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_98,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_99,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_100,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_101,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_102,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_103,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_104,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_105,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_106,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_107,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_108,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_109,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_110,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_111,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_112,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_113,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_114,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_115,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_116,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_117,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_118,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_119,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_120,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_121,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_122,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_123,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_124,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_125,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_126,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_127,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_128,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_129,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_130,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_131,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_132,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_133,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_134,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_135,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_136,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_137,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_138,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_139,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_140,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_141,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_142,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_143,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_144,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_145,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_146,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_147,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_148,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_149,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_150,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_151,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_152,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_153,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_154,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_155,,,,,,,,,,,
